PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Single Family Residential,San Antonio,TX,78216,269000,3.0,3.0,1863.0,4791.0,1985.0,3,144.0,133.0,N,Y,29.5784808,-98.50815209999999
Single Family Residential,San Antonio,TX,78218,258999,5.0,4.0,2647.0,6098.0,2019.0,3,98.0,14.0,N,Y,29.4969,-98.3795
Single Family Residential,San Antonio,TX,78245,205000,4.0,3.0,2527.0,8276.0,2001.0,3,81.0,15.0,N,Y,29.4283766,-98.6967444
Single Family Residential,San Antonio,TX,78257,799000,4.0,5.0,4771.0,7840.0,1990.0,3,167.0,220.0,N,Y,29.651880600000005,-98.6121378
Single Family Residential,San Antonio,TX,78260,317499,4.0,3.0,2896.0,6098.0,2006.0,3,110.0,58.0,N,Y,29.656869399999994,-98.51286970000001
Vacant Land,San Antonio,TX,78214,46000,3.0,2.0,1712.0,10890.0,1980.0,3,270.0,241.0,N,Y,29.368034,-98.498581
Single Family Residential,San Antonio,TX,78218,233999,3.0,2.0,1910.0,6098.0,2019.0,3,123.0,14.0,N,Y,29.4969,-98.3795
Single Family Residential,San Antonio,TX,78245,220000,3.0,3.0,2131.0,5662.0,2014.0,3,103.0,23.0,N,Y,29.414149,-98.6810965
Vacant Land,San Antonio,TX,78214,46000,3.0,2.0,1712.0,10890.0,1980.0,3,270.0,241.0,N,Y,29.368035,-98.498395
Single Family Residential,San Antonio,TX,78245,404200,2.0,3.0,2405.0,8668.0,2012.0,3,168.0,100.0,N,Y,29.3932625,-98.753152
Single Family Residential,San Antonio,TX,78218,240099,3.0,2.0,1910.0,6098.0,2019.0,3,126.0,14.0,N,Y,29.4969,-98.3795
Single Family Residential,San Antonio,TX,78230,200000,3.0,2.0,1806.0,10018.0,1968.0,3,111.0,241.0,N,Y,29.5397913,-98.5643974
Single Family Residential,San Antonio,TX,78201,345000,3.0,3.0,1860.0,8712.0,1921.0,3,185.0,241.0,N,Y,29.4608377,-98.5123122
Single Family Residential,San Antonio,TX,78254,349900,3.0,2.0,2026.0,5967.0,2019.0,3,173.0,33.0,N,Y,29.402316,-98.784948
Single Family Residential,San Antonio,TX,78210,275000,3.0,2.0,1606.0,6534.0,2019.0,3,171.0,241.0,N,Y,29.408427000000003,-98.469082
Single Family Residential,San Antonio,TX,78221,199999,4.0,3.0,1687.0,4791.0,2019.0,3,119.0,25.0,N,Y,29.3055,-98.4806
Single Family Residential,San Antonio,TX,78213,225000,3.0,3.0,1595.0,8276.0,1962.0,3,141.0,241.0,N,Y,29.5036489,-98.5132128
Single Family Residential,San Antonio,TX,78233,187500,3.0,3.0,2195.0,8712.0,2002.0,3,85.0,241.0,N,Y,29.5735252,-98.3478415
Single Family Residential,Helotes,TX,78254,277745,3.0,2.0,1925.0,10890.0,2019.0,3,144.0,25.0,N,Y,29.523451,-98.724917
Single Family Residential,San Antonio,TX,78222,219900,5.0,3.0,2571.0,5227.0,2017.0,3,86.0,7.0,N,Y,29.386961100000004,-98.3721193
Single Family Residential,San Antonio,TX,78249,160000,3.0,2.0,1012.0,6969.0,1975.0,3,158.0,241.0,N,Y,29.5473327,-98.6235192
Single Family Residential,San Antonio,TX,78222,219900,5.0,3.0,2571.0,4791.0,2018.0,3,86.0,7.0,N,Y,29.374355199999997,-98.385532
Single Family Residential,San Antonio,TX,78222,219900,5.0,3.0,2571.0,5227.0,2017.0,3,86.0,7.0,N,Y,29.386961100000004,-98.3721193
Single Family Residential,San Antonio,TX,78222,202900,4.0,2.0,1794.0,5662.0,2019.0,3,113.0,7.0,N,Y,29.3930756,-98.36849740000001
Single Family Residential,San Antonio,TX,78258,579777,6.0,4.0,4646.0,14374.0,1999.0,3,125.0,74.0,N,Y,29.6110666,-98.5368058
Single Family Residential,San Antonio,TX,78222,201900,4.0,2.0,1794.0,6098.0,2019.0,3,113.0,7.0,N,Y,29.374355199999997,-98.385532
Single Family Residential,San Antonio,TX,78252,179900,3.0,3.0,1381.0,16552.0,2016.0,3,130.0,30.0,N,Y,29.3611784,-98.7342947
Single Family Residential,Helotes,TX,78254,268027,4.0,2.0,1767.0,10890.0,2019.0,3,152.0,25.0,N,Y,29.523451,-98.724917
Single Family Residential,San Antonio,TX,78254,370900,4.0,3.0,2420.0,5967.0,2019.0,3,153.0,40.0,N,Y,29.517519,-98.785174
Single Family Residential,San Antonio,TX,78222,196900,4.0,2.0,1794.0,5227.0,2019.0,3,110.0,7.0,N,Y,29.374355199999997,-98.385532
Single Family Residential,San Antonio,TX,78233,176900,3.0,2.0,1478.0,6969.0,1986.0,3,120.0,241.0,N,Y,29.5624332,-98.373266
Single Family Residential,San Antonio,TX,78258,309000,4.0,3.0,2601.0,9583.0,1985.0,3,119.0,43.0,N,Y,29.6301673,-98.48786940000001
Single Family Residential,San Antonio,TX,78222,178900,3.0,3.0,1417.0,5227.0,2019.0,3,126.0,7.0,N,Y,29.3930756,-98.36849740000001
Single Family Residential,San Antonio,TX,78254,185000,3.0,2.0,1643.0,6969.0,1984.0,3,113.0,241.0,N,Y,29.5315891,-98.67739990000001
Single Family Residential,San Antonio,TX,78258,359000,5.0,4.0,3549.0,7405.0,2003.0,3,101.0,39.0,N,Y,29.6531773,-98.4990177
Single Family Residential,San Antonio,TX,78250,145900,3.0,2.0,1305.0,4791.0,1996.0,3,112.0,241.0,N,Y,29.521107699999998,-98.6864267
Single Family Residential,San Antonio,TX,78253,361500,4.0,4.0,2904.0,8712.0,2015.0,3,124.0,58.0,N,Y,29.493118300000003,-98.7177181
Single Family Residential,San Antonio,TX,78233,144000,3.0,2.0,1207.0,8276.0,1970.0,3,119.0,241.0,N,Y,29.538947999999998,-98.409663
Multi-Family (2-4 Unit),San Antonio,TX,78233,549000,12.0,10.0,4900.0,7576.5,2019.0,3,112.0,241.0,N,Y,29.568700399999997,-98.3609493
Single Family Residential,San Antonio,TX,78256,442500,4.0,3.0,3304.0,13939.0,1989.0,3,134.0,38.0,N,Y,29.617055100000005,-98.61845100000001
Single Family Residential,San Antonio,TX,78216,560000,4.0,3.0,3572.0,15245.0,1983.0,3,157.0,46.0,N,Y,29.5689667,-98.49843890000001
Single Family Residential,San Antonio,TX,78221,239499,3.0,2.0,1910.0,8712.0,2019.0,3,125.0,25.0,N,Y,29.3055,-98.4806
Single Family Residential,San Antonio,TX,78207,52000,2.0,1.0,1110.0,3049.0,1940.0,3,47.0,241.0,N,Y,29.4371141,-98.5319686
Single Family Residential,San Antonio,TX,78221,218499,3.0,2.0,1459.0,5174.0,2019.0,3,150.0,25.0,N,Y,29.3055,-98.4806
Single Family Residential,San Antonio,TX,78214,119900,3.0,1.0,888.0,6098.0,1986.0,3,135.0,241.0,N,Y,29.3174979,-98.4709785
Single Family Residential,San Antonio,TX,78214,130000,3.0,1.0,1070.0,6534.0,1950.0,3,121.0,241.0,N,Y,29.3587592,-98.5004328
Single Family Residential,San Antonio,TX,78255,419900,4.0,4.0,2828.0,7405.0,2013.0,3,148.0,95.0,N,Y,29.610177,-98.645214
Single Family Residential,San Antonio,TX,78245,225000,4.0,3.0,2374.0,5227.0,2013.0,3,95.0,241.0,N,Y,29.413858,-98.681075
Single Family Residential,San Antonio,TX,78217,219900,3.0,2.0,1973.0,8276.0,1963.0,3,111.0,241.0,N,Y,29.527248200000002,-98.44444940000001
Single Family Residential,San Antonio,TX,78255,305000,5.0,3.0,2839.0,6534.0,2010.0,3,107.0,83.0,N,Y,29.6760517,-98.64783390000001
Single Family Residential,San Antonio,TX,78216,359000,4.0,3.0,2826.0,17859.0,1982.0,3,127.0,28.0,N,Y,29.567612199999996,-98.51533590000001
Single Family Residential,San Antonio,TX,78245,325000,3.0,3.0,2466.0,8712.0,2014.0,3,132.0,17.0,N,Y,29.399577100000002,-98.7125599
Single Family Residential,San Antonio,TX,78251,379900,5.0,4.0,4608.0,6534.0,2015.0,3,82.0,38.0,N,Y,29.451891999999997,-98.65687009999999
Single Family Residential,San Antonio,TX,78219,192999,4.0,3.0,1687.0,7576.5,2019.0,3,114.0,17.0,N,Y,29.4222,-98.36200000000001
Single Family Residential,San Antonio,TX,78254,389866,4.0,3.0,3727.0,7200.0,2019.0,3,105.0,38.0,N,Y,29.539082500000003,-98.7348442
Single Family Residential,Live Oak,TX,78233,229900,4.0,3.0,2576.0,7405.0,2006.0,3,89.0,24.0,N,Y,29.5390881,-98.3555021
Single Family Residential,San Antonio,TX,78254,176500,3.0,3.0,1584.0,6098.0,1997.0,3,111.0,241.0,N,Y,29.539093400000002,-98.6781306
Single Family Residential,San Antonio,TX,78219,180999,3.0,2.0,1440.0,4791.0,2019.0,3,126.0,17.0,N,Y,29.4222,-98.36200000000001
Single Family Residential,Alamo Heights,TX,78209,825000,4.0,4.0,3275.0,14374.0,1940.0,3,252.0,241.0,N,Y,29.48272,-98.46481
Single Family Residential,San Antonio,TX,78222,675000,3.0,2.0,2317.0,498326.0,2019.0,3,291.0,241.0,N,Y,29.325193,-98.363394
Single Family Residential,San Antonio,TX,78257,599900,4.0,4.0,3534.0,13939.0,2015.0,3,170.0,70.0,N,Y,29.607543,-98.555261
Single Family Residential,San Antonio,TX,78253,519900,4.0,3.0,3745.0,21780.0,2016.0,3,139.0,50.0,N,Y,29.4624476,-98.7622791
Single Family Residential,San Antonio,TX,78216,241000,4.0,3.0,1722.0,9583.0,1961.0,3,140.0,241.0,N,Y,29.539357799999998,-98.4974097
Single Family Residential,San Antonio,TX,78220,184999,4.0,2.0,1880.0,7576.5,2019.0,3,98.0,17.0,N,Y,29.4222,-98.36200000000001
Single Family Residential,San Antonio,TX,78228,110000,3.0,2.0,1088.0,7405.0,1956.0,3,101.0,241.0,N,Y,29.4466345,-98.5659854
Single Family Residential,San Antonio,TX,78245,352900,4.0,3.0,2188.0,5967.0,2019.0,3,161.0,400.0,N,Y,29.402316,-98.784948
Single Family Residential,San Antonio,TX,78220,190999,4.0,2.0,1880.0,7576.5,2019.0,3,102.0,17.0,N,Y,29.4222,-98.36200000000001
Single Family Residential,San Antonio,TX,78218,328000,2.0,2.0,1812.0,6098.0,1984.0,3,181.0,164.0,N,Y,29.510098600000003,-98.4269685
Single Family Residential,San Antonio,TX,78207,65000,3.0,1.0,1268.0,7840.0,1951.0,3,51.0,241.0,N,Y,29.440028700000003,-98.5323011
Single Family Residential,San Antonio,TX,78219,171999,3.0,3.0,1429.0,7576.5,2019.0,3,120.0,17.0,N,Y,29.4222,-98.36200000000001
Single Family Residential,San Antonio,TX,78216,749000,4.0,4.0,3850.0,19166.0,2006.0,3,195.0,40.0,N,Y,29.574808,-98.496301
Single Family Residential,San Antonio,TX,78238,170000,3.0,3.0,1633.0,3484.0,2006.0,3,104.0,13.0,N,Y,29.4802832,-98.6178472
Single Family Residential,Helotes,TX,78023,295000,5.0,4.0,3303.0,7405.0,2007.0,3,89.0,34.0,N,Y,29.543694199999997,-98.69777619999999
Single Family Residential,San Antonio,TX,78230,374000,4.0,5.0,3120.0,7405.0,1992.0,3,120.0,16.0,N,Y,29.5714365,-98.5700199
Single Family Residential,San Antonio,TX,78220,189999,4.0,2.0,1627.0,7576.5,2019.0,3,117.0,17.0,N,Y,29.4222,-98.36200000000001
Single Family Residential,San Antonio,TX,78258,998000,4.0,5.0,4908.0,29185.0,2002.0,3,203.0,124.0,N,Y,29.651455699999996,-98.4860022
Single Family Residential,San Antonio,TX,78219,195999,4.0,2.0,1627.0,7576.5,2019.0,3,120.0,17.0,N,Y,29.4489141,-98.3910127
Single Family Residential,San Antonio,TX,78254,239500,4.0,2.0,2117.0,7405.0,2006.0,3,113.0,40.0,N,Y,29.5200201,-98.7854902
Single Family Residential,Windcrest,TX,78239,250000,4.0,3.0,2464.0,14810.0,1961.0,3,101.0,241.0,N,Y,29.515971999999998,-98.38745290000001
Single Family Residential,San Antonio,TX,78220,150000,3.0,2.0,1712.0,10201.0,2019.0,3,270.0,241.0,N,Y,29.414129,-98.440543
Single Family Residential,San Antonio,TX,78239,117000,3.0,2.0,1418.0,5662.0,2003.0,3,83.0,28.0,N,Y,29.498849800000002,-98.3565721
Single Family Residential,San Antonio,TX,78261,925000,5.0,5.0,5127.0,121967.0,2006.0,3,180.0,129.0,N,Y,29.6732613,-98.4485203
Single Family Residential,San Antonio,TX,78260,359900,3.0,3.0,2393.0,38332.0,1994.0,3,150.0,18.0,N,Y,29.702028499999997,-98.49661640000001
Single Family Residential,San Antonio,TX,78254,260000,4.0,3.0,2903.0,7840.0,2008.0,3,90.0,40.0,N,Y,29.518919699999998,-98.7817455
Single Family Residential,San Antonio,TX,78257,399000,2.0,2.0,2544.0,8603.0,2001.0,3,157.0,220.0,N,Y,29.6634647,-98.6201476
Single Family Residential,San Antonio,TX,78259,349900,4.0,3.0,3615.0,30927.0,1999.0,3,97.0,30.0,N,Y,29.6543412,-98.4302673
Single Family Residential,San Antonio,TX,78245,129999,2.0,2.0,981.0,4791.0,1995.0,3,133.0,10.0,N,Y,29.400446600000002,-98.7034946
Single Family Residential,San Antonio,TX,78260,445850,4.0,3.0,2734.0,39204.0,2005.0,3,163.0,18.0,N,Y,29.7046222,-98.48386070000001
Single Family Residential,San Antonio,TX,78228,245000,3.0,2.0,1895.0,12196.0,1946.0,3,129.0,241.0,N,Y,29.462937,-98.5503643
Single Family Residential,San Antonio,TX,78216,350000,4.0,3.0,2994.0,13503.0,1972.0,3,117.0,241.0,N,Y,29.498441999999997,-98.490122
Single Family Residential,Helotes,TX,78023,559900,5.0,4.0,4000.0,23086.0,2005.0,3,140.0,56.0,N,Y,29.5852369,-98.6611973
Single Family Residential,San Antonio,TX,78250,234900,4.0,3.0,2416.0,10245.0,1987.0,3,97.0,24.0,N,Y,29.492721999999997,-98.6543697
Condo/Co-op,San Antonio,TX,78210,285000,1.0,1.0,698.0,7576.5,2009.0,3,408.0,207.0,N,Y,29.4121631,-98.49256240000001
Single Family Residential,San Antonio,TX,78260,410000,4.0,4.0,2833.0,29620.0,2003.0,3,145.0,18.0,N,Y,29.689483399999997,-98.5111327
Single Family Residential,San Antonio,TX,78258,324900,4.0,2.0,2112.0,6969.0,2000.0,3,154.0,14.0,N,Y,29.6464123,-98.48611149999999
Townhouse,San Antonio,TX,78260,310000,3.0,3.0,2318.0,2613.0,2012.0,3,134.0,93.0,N,Y,29.6634597,-98.49946800000001
Single Family Residential,San Antonio,TX,78209,389000,4.0,3.0,2128.0,10454.0,1961.0,3,183.0,241.0,N,Y,29.5039896,-98.4413429
Single Family Residential,San Antonio,TX,78253,357000,4.0,3.0,2422.0,9147.0,2017.0,3,147.0,40.0,N,Y,29.45553,-98.72827990000002
Single Family Residential,San Antonio,TX,78259,439900,6.0,4.0,4477.0,18730.0,2002.0,3,98.0,66.0,N,Y,29.6512677,-98.4312527
Single Family Residential,San Antonio,TX,78250,294500,5.0,4.0,3792.0,10454.0,1990.0,3,78.0,21.0,N,Y,29.5098984,-98.66912629999999
Single Family Residential,San Antonio,TX,78221,219900,4.0,3.0,2271.0,7622.0,2014.0,3,97.0,25.0,N,Y,29.3035529,-98.4891128
Single Family Residential,San Antonio,TX,78233,183000,3.0,3.0,1737.0,6098.0,1986.0,3,105.0,241.0,N,Y,29.5627273,-98.3728807
Vacant Land,San Antonio,TX,78253,48750,3.0,2.0,1712.0,56192.0,1980.0,3,270.0,9.0,N,Y,29.457114899999997,-98.8347672
Single Family Residential,San Antonio,TX,78253,299900,4.0,3.0,2931.0,6534.0,2013.0,3,102.0,27.0,N,Y,29.489436199999997,-98.73875890000001
Single Family Residential,San Antonio,TX,78244,179000,3.0,3.0,2042.0,7405.0,1983.0,3,88.0,241.0,N,Y,29.495486199999995,-98.3385127
Townhouse,San Antonio,TX,78230,199999,2.0,2.0,1395.0,2613.0,1978.0,3,143.0,166.0,N,Y,29.5471805,-98.55997690000001
Single Family Residential,San Antonio,TX,78252,205000,3.0,2.0,1442.0,4791.0,2019.0,3,142.0,60.0,N,Y,29.5476979,-98.5429007
Single Family Residential,San Antonio,TX,78252,216500,4.0,2.0,1703.0,4791.0,2019.0,3,127.0,60.0,N,Y,29.5476979,-98.5429007
Single Family Residential,San Antonio,TX,78229,395000,4.0,3.0,3104.0,5998.0,1980.0,3,127.0,23.0,N,Y,29.512143100000003,-98.5643115
Single Family Residential,San Antonio,TX,78261,272000,3.0,3.0,2241.0,4791.0,2019.0,3,121.0,47.0,N,Y,29.651717200000004,-98.3710191
Single Family Residential,San Antonio,TX,78254,210000,3.0,2.0,1703.0,4791.0,2012.0,3,123.0,15.0,N,Y,29.526504700000004,-98.729512
Single Family Residential,San Antonio,TX,78261,254000,4.0,2.0,1703.0,4791.0,2019.0,3,149.0,47.0,N,Y,29.651717200000004,-98.3710191
Single Family Residential,San Antonio,TX,78261,256500,4.0,2.0,1703.0,4791.0,2019.0,3,151.0,47.0,N,Y,29.651717200000004,-98.3710191
Single Family Residential,San Antonio,TX,78261,262500,4.0,2.0,1901.0,4791.0,2019.0,3,138.0,47.0,N,Y,29.65118,-98.36905
Single Family Residential,San Antonio,TX,78261,252000,3.0,2.0,1651.0,4791.0,2019.0,3,153.0,47.0,N,Y,29.651717200000004,-98.3710191
Single Family Residential,Oakland,CA,94619,799000,4.0,3.0,2169.0,4816.0,1922.0,10,368.0,241.0,N,Y,37.7775552,-122.1975077
Single Family Residential,Oakland,CA,94606,549999,2.0,1.0,888.0,2500.0,1921.0,11,619.0,241.0,N,Y,37.7871461,-122.2385118
Single Family Residential,Oakland,CA,94605,849000,3.0,2.5,1714.0,6000.0,1955.0,12,495.0,241.0,N,Y,37.7542068,-122.1264558
Single Family Residential,Oakland,CA,94605,599000,3.0,1.0,1116.0,5310.0,1950.0,12,537.0,241.0,N,Y,37.775965899999996,-122.1658905
Condo/Co-op,Oakland,CA,94607,599000,1.0,1.0,820.0,7576.5,2003.0,17,730.0,585.0,N,Y,37.7940646,-122.26797890000002
Single Family Residential,Oakland,CA,94605,649000,3.0,1.0,1530.0,2500.0,1926.0,26,424.0,241.0,N,Y,37.774829700000005,-122.1799043
Condo/Co-op,Oakland,CA,94618,1180000,4.0,2.0,1766.0,7576.5,1928.0,32,668.0,769.0,N,Y,37.837462200000004,-122.2478132
Single Family Residential,Oakland,CA,94607,550000,1.0,1.0,683.0,7576.5,2008.0,33,805.0,320.0,N,Y,37.8020449,-122.27694450000001
Single Family Residential,Oakland,CA,94605,1325000,5.0,5.5,4000.0,55085.0,1964.0,40,331.0,241.0,N,Y,37.746062200000004,-122.1337317
Single Family Residential,Oakland,CA,94611,2980000,5.0,4.0,5830.0,14778.0,1996.0,1,511.0,241.0,N,Y,37.8584634,-122.2140442
Single Family Residential,Oakland,CA,94601-1118,850000,5.0,2.0,2192.0,3990.0,1922.0,1,388.0,241.0,N,Y,37.7866616,-122.2300906
Single Family Residential,Oakland,CA,94605,425000,2.0,1.0,1048.0,8625.0,1947.0,1,406.0,241.0,N,Y,37.7673806,-122.15850590000001
Single Family Residential,OAKLAND,CA,94619,590000,4.0,2.0,1592.0,4080.0,1916.0,1,371.0,241.0,N,Y,37.7797326,-122.19941409999998
Single Family Residential,PIEDMONT,CA,94611,2398000,4.0,4.0,4008.0,12860.0,1956.0,1,598.0,241.0,N,Y,37.8248287,-122.22259960000001
Multi-Family (5+ Unit),Oakland,CA,94612,1600000,3.0,2.0,7407.0,2590.0,1920.0,1,216.0,241.0,N,Y,37.8061344,-122.27502179999999
Single Family Residential,Oakland,CA,94607,595000,4.0,1.5,1467.0,2498.0,1904.0,1,406.0,241.0,N,Y,37.807083299999995,-122.298549
Single Family Residential,Oakland,CA,94609,995000,2.0,2.0,1126.0,3325.0,1910.0,1,884.0,241.0,N,Y,37.8357271,-122.25644129999999
Single Family Residential,Oakland,CA,94607,1089000,4.0,4.0,2000.0,2430.0,1895.0,1,545.0,241.0,N,Y,37.8099787,-122.2984272
Condo/Co-op,Oakland,CA,94607,625000,2.0,2.0,922.0,9999.0,1994.0,2,678.0,656.0,N,Y,37.8006615,-122.2713176
Vacant Land,Oakland,CA,94606,199000,3.0,2.0,1712.0,5953.0,1980.0,2,270.0,241.0,N,Y,37.793153499999995,-122.2272211
Single Family Residential,Oakland,CA,94611,1199000,4.0,2.0,2109.0,7708.0,1954.0,2,569.0,241.0,N,Y,37.8271182,-122.19165500000001
Single Family Residential,Oakland,CA,94606,349000,3.0,2.0,1420.0,2943.0,1910.0,3,246.0,241.0,N,Y,37.793338500000004,-122.2271098
Single Family Residential,Oakland,CA,94608,799000,5.0,3.0,1861.0,6250.0,1890.0,3,429.0,241.0,N,Y,37.8203242,-122.27852560000001
Single Family Residential,Oakland,CA,94611,1195000,3.0,3.0,2424.0,6864.0,1973.0,3,493.0,241.0,N,Y,37.8316776,-122.1870879
Single Family Residential,Oakland,CA,94603,425000,2.0,1.0,1006.0,5500.0,1920.0,3,422.0,241.0,N,Y,37.7483363,-122.1744256
Multi-Family (2-4 Unit),Oakland,CA,94619,820000,7.0,4.5,2748.0,5000.0,1924.0,3,298.0,241.0,N,Y,37.7874287,-122.2087687
Single Family Residential,Oakland,CA,94605,599000,2.0,1.0,1237.0,5332.0,1947.0,3,484.0,241.0,N,Y,37.76762279999999,-122.16597920000001
Condo/Co-op,Emeryville,CA,94608,849000,2.0,2.0,1880.0,7576.5,1921.0,3,452.0,485.0,N,Y,37.8311243,-122.289676
Single Family Residential,Oakland,CA,94606,799000,5.0,2.5,2010.0,2710.0,1904.0,3,398.0,241.0,N,Y,37.7924795,-122.24325400000001
Single Family Residential,Oakland,CA,94619,775000,3.0,2.0,1661.0,4200.0,1922.0,3,467.0,241.0,N,Y,37.7769266,-122.19577849999999
Multi-Family (2-4 Unit),Oakland,CA,94601,649000,6.0,4.0,1970.0,4165.0,1989.0,3,329.0,241.0,N,Y,37.7729297,-122.21071940000002
Single Family Residential,Oakland,CA,94603,449000,2.0,1.0,1400.0,4704.0,1942.0,3,321.0,241.0,N,Y,37.73957120000001,-122.1722324
Multi-Family (2-4 Unit),Oakland,CA,94607,699000,3.0,2.0,4298.0,4305.0,1908.0,3,163.0,241.0,N,Y,37.810879,-122.28366899999999
Condo/Co-op,Oakland,CA,94607,649000,1.0,1.0,1256.0,7576.5,1921.0,3,517.0,560.0,N,Y,37.7947967,-122.2716423
Single Family Residential,Oakland,CA,94606,895000,4.0,2.5,1978.0,3150.0,1925.0,3,452.0,241.0,N,Y,37.798075299999994,-122.24347560000001
Single Family Residential,Oakland,CA,94619,399000,2.0,1.0,780.0,5740.0,1906.0,3,512.0,241.0,N,Y,37.784256,-122.19839440000001
Single Family Residential,Berkeley,CA,94705,3899999,7.0,5.0,5421.0,12000.0,1907.0,3,719.0,241.0,N,Y,37.860027200000005,-122.2456693
Single Family Residential,Piedmont,CA,94610,1595000,3.0,2.5,1894.0,5000.0,1923.0,3,842.0,241.0,N,Y,37.8188081,-122.24219040000001
Multi-Family (5+ Unit),Oakland,CA,94608,1850000,7.0,2.0,3376.0,6730.0,1904.0,3,548.0,241.0,N,Y,37.8435585,-122.28180400000001
Single Family Residential,Oakland,CA,94618,1195000,3.0,3.0,1384.0,3420.0,1933.0,3,863.0,241.0,N,Y,37.840798,-122.2347002
Multi-Family (2-4 Unit),Oakland,CA,94610,995000,6.0,4.0,3399.0,3050.0,1938.0,3,293.0,241.0,N,Y,37.808776,-122.247178
Single Family Residential,Oakland,CA,94621,199000,3.0,1.0,790.0,5350.0,1925.0,3,252.0,241.0,N,Y,37.7520937,-122.18451599999999
Single Family Residential,Oakland,CA,94610,1950000,5.0,6.0,5208.0,5823.0,1912.0,3,374.0,241.0,N,Y,37.8115433,-122.2466443
Single Family Residential,Oakland,CA,94607,649000,3.0,1.0,1242.0,5016.0,1890.0,3,523.0,241.0,N,Y,37.806732700000005,-122.28570249999999
Single Family Residential,Oakland,CA,94605,750000,4.0,2.0,1500.0,3420.0,1928.0,3,500.0,241.0,N,Y,37.761936600000006,-122.168241
Single Family Residential,Oakland,CA,94605,350000,2.0,1.0,924.0,3300.0,1921.0,3,379.0,241.0,N,Y,37.756339200000006,-122.1662896
Multi-Family (2-4 Unit),Oakland,CA,94605,509000,5.0,2.0,1575.0,5000.0,1946.0,3,323.0,241.0,N,Y,37.767758,-122.1737402
Single Family Residential,Oakland,CA,94602,549000,2.0,1.0,1054.0,2775.0,1924.0,3,521.0,241.0,N,Y,37.7944789,-122.21900910000001
Single Family Residential,Oakland,CA,94619,1295000,4.0,2.5,4228.0,19700.0,1965.0,3,306.0,241.0,N,Y,37.801536799999994,-122.16560220000001
Condo/Co-op,Oakland,CA,94610-4568,475000,1.0,1.0,638.0,638.0,1971.0,3,745.0,341.0,N,Y,37.812654200000004,-122.2586092
Single Family Residential,Oakland,CA,94606,899000,3.0,3.5,1611.0,1960.0,2007.0,3,558.0,241.0,N,Y,37.801856,-122.2476857
Single Family Residential,Oakland,CA,94609,798000,2.0,1.0,1160.0,3750.0,1912.0,4,688.0,241.0,N,Y,37.8445156,-122.2678479
Single Family Residential,Oakland,CA,94601,515000,2.0,1.0,960.0,960.0,1925.0,4,536.0,241.0,N,Y,37.777452000000004,-122.2037147
Condo/Co-op,Oakland,CA,94612,380000,1.0,1.0,554.0,7576.5,1961.0,4,686.0,365.0,N,Y,37.8018401,-122.26346129999999
Single Family Residential,Oakland,CA,94606,529000,2.0,1.0,836.0,2012.0,1905.0,4,633.0,241.0,N,Y,37.7852461,-122.2377473
Single Family Residential,Oakland,CA,94602,849000,3.0,1.0,1253.0,4000.0,1927.0,4,678.0,241.0,N,Y,37.8086875,-122.21457620000001
Single Family Residential,Oakland,CA,94618,1750000,3.0,2.0,2224.0,6776.0,1954.0,4,787.0,241.0,N,Y,37.8413633,-122.24077209999999
